government,org_name,repo_name,repo_full_name,repo_age_days,repo_age_months,commit_frequency_per_month,avg_issue_resolution_time_hours,open_issues_percentage,last_commit_date,days_since_last_commit,num_contributors,num_forks,num_stars,merged_pr_percentage,external_pr_percentage,has_readme,has_license,has_contributing,has_cicd,total_commits,open_issues,closed_issues,open_prs,closed_prs
usa,usagov,usagov-2021,usagov/usagov-2021,1423,46.747700394218136,255.7772874209417,112.5517000492733,0.7919049714034315,2025-03-13 17:40:48,0.0,29,12,18,99.2070484581498,100.0,True,False,False,True,11957,18,2255,18,2252
usa,usagov,usagov-elected-officials,usagov/usagov-elected-officials,1372,45.072273324572926,1.6861807580174928,0.0263888888888888,87.5,2021-08-09 21:31:10,1311.0,3,2,3,12.5,100.0,True,False,False,False,76,7,1,7,1
usa,usagov,pangolin,usagov/pangolin,1217,39.98028909329829,1.3256532456861134,226.0417814009662,30.303030303030305,2022-01-05 22:27:35,1162.0,2,1,4,83.33333333333334,100.0,True,False,False,True,53,20,46,3,15
usa,usagov,beta.usa.gov-static-form,usagov/beta.usa.gov-static-form,1184,38.89618922470434,0.1028378378378378,,0.0,2021-12-15 21:31:34,1183.0,1,1,0,0.0,0.0,False,False,False,False,4,0,0,0,0
usa,usagov,test-at-home,usagov/test-at-home,1163,38.20630749014455,12.301633705932932,27.607263099219622,6.853582554517133,2022-02-23 13:57:13,1114.0,7,1,8,100.0,100.0,True,False,True,False,470,22,299,0,165
usa,usagov,go-sunset,usagov/go-sunset,953,31.307490144546648,1.181825813221406,,100.0,2022-09-21 17:23:40,904.0,2,1,0,0.0,100.0,True,False,False,False,37,2,0,2,0
usa,usagov,vote-gov-drupal,usagov/vote-gov-drupal,849,27.890932982917214,35.60296819787986,102.56558301818848,0.4838709677419355,2025-03-13 12:21:21,0.0,13,5,8,99.51612903225806,100.0,True,False,False,True,993,6,1234,6,1234
usa,usagov,vote-gov-nvrf-prototype,usagov/vote-gov-nvrf-prototype,772,25.36136662286465,1.1434715025906736,143.69685185185187,40.0,2023-08-01 23:53:13,589.0,2,1,0,60.0,100.0,False,False,False,False,29,2,3,2,3
usa,usagov,usagov-archive-2023,usagov/usagov-archive-2023,667,21.911957950065705,1.4603898050974513,,0.0,2023-06-02 14:50:46,650.0,2,1,0,0.0,0.0,False,False,False,False,32,0,0,0,0
usa,usagov,vote-gov-nvrf-app,usagov/vote-gov-nvrf-app,644,21.156373193166885,19.143167701863355,136.52725731780183,0.2680965147453083,2025-03-06 21:09:51,6.0,8,3,3,99.73190348525468,100.0,True,False,False,True,405,1,372,1,372
usa,usagov,vote-gov-tf,usagov/vote-gov-tf,644,21.156373193166885,1.607080745341615,136.2785648148148,0.0,2025-03-11 11:56:14,2.0,2,2,2,100.0,100.0,True,False,False,False,34,0,18,0,18
usa,usagov,vote-gov-pdf-tool,usagov/vote-gov-pdf-tool,644,21.156373193166885,0.0945341614906832,190.8708333333333,50.0,2023-06-21 16:15:56,631.0,1,1,0,50.0,100.0,False,False,False,False,2,1,1,1,1
usa,usagov,Mobile_Carousel,usagov/Mobile_Carousel,569,18.69250985545335,1.6584182776801408,,0.0,2023-09-21 19:27:03,539.0,1,1,0,0.0,0.0,False,False,False,False,31,0,0,0,0
